round,effect,N,p0,delta,delta_fraction,delta_pp,q,q_fraction,n_A,n_B,K,tau,flips_B,buyers_A,buyers_B,mean_A,mean_B,difference,difference_pp,difference_per_10000,relative_change,se,ci_low,ci_high,p_value,df,method,unit,status,reason,estimation_error,two_sided_rejection,positive_rejection,negative_rejection,srm_status,srm_statistic,srm_p,srm_flag
7,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,41945,42220,259,0.0030772886591813697,128,2397,2543,0.05714626296340446,0.06023211747986736,0.003085854516462906,0.3085854516462906,30.85854516462906,0.05399923558324431,0.0016202621352727523,-8.980091418565352e-05,0.006261509947111466,0.05683985465611256,,unpooled_wald_z_min_cell_10,probability,ok,,8.565857281533294e-06,False,False,False,ok,0.8985326442107765,0.34317546806662536,False
7,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,41945,42220,356,0.004229786728450069,174,2397,2589,0.05714626296340446,0.0613216485078162,0.004175385544411742,0.41753855444117416,41.75385544411741,0.07306489222375907,0.0016272426389600933,0.0009860485779420447,0.0073647225108814385,0.010290053248425341,,unpooled_wald_z_min_cell_10,probability,ok,,-5.4401184038325686e-05,True,True,False,ok,0.8985326442107765,0.34317546806662536,False
7,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,41945,42220,413,0.00490702786193786,205,2397,2620,0.05714626296340446,0.0620558976788252,0.0049096347154207465,0.49096347154207465,49.096347154207464,0.08591348691628002,0.0016319203323210084,0.0017111296384329337,0.00810813979240856,0.002625395336439756,,unpooled_wald_z_min_cell_10,probability,ok,,2.606853482882952e-06,True,True,False,ok,0.8985326442107765,0.34317546806662536,False
7,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,41945,42220,447,0.005310996257351631,219,2397,2634,0.05714626296340446,0.06238749407863572,0.005241231115231261,0.5241231115231261,52.41231115231261,0.09171607806774103,0.0016340258882354517,0.002038599224483704,0.008443863005978818,0.0013386754693150078,,unpooled_wald_z_min_cell_10,probability,ok,,-6.976514212037128e-05,True,True,False,ok,0.8985326442107765,0.34317546806662536,False
7,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,41945,42220,516,0.006130814471573694,256,2397,2671,0.05714626296340446,0.06326385599242065,0.006117593029016197,0.6117593029016197,61.175930290161965,0.10705149753945949,0.001639569909092144,0.002904095057059984,0.00933109100097241,0.00019055611031450843,,unpooled_wald_z_min_cell_10,probability,ok,,-1.3221442557499029e-05,True,True,False,ok,0.8985326442107765,0.34317546806662536,False
7,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,41945,42220,708,0.008412047763322047,346,2397,2761,0.05714626296340446,0.06539554713405969,0.008249284170655236,0.8249284170655236,82.49284170655235,0.14435386922742338,0.0016529318021326976,0.005009597369574261,0.01148897097173621,6.016135791981495e-07,,unpooled_wald_z_min_cell_10,probability,ok,,-0.00016276359266681684,True,True,False,ok,0.8985326442107765,0.34317546806662536,False
8,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,42434,41731,0,0.0,0,2433,2379,0.057336098411651035,0.05700797967937504,-0.0003281187322759921,-0.03281187322759921,-3.281187322759921,-0.005722725148129654,0.0016005986712562508,-0.0034652344816409096,0.0028089970170889255,0.8375740752510559,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0003281187322759896,False,False,False,ok,5.871906374383651,0.015384383150017137,False
8,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,42434,41731,85,0.0010099209885344265,46,2433,2425,0.057336098411651035,0.05811027773118305,0.0007741793195320187,0.07741793195320187,7.741793195320187,0.013502476467333203,0.0016078836088789959,-0.0023772146452031,0.0039255732842671375,0.630168532440553,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0002357416690024076,False,False,False,ok,5.871906374383651,0.015384383150017137,False
8,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,42434,41731,165,0.0019604348600962395,84,2433,2463,0.057336098411651035,0.05902087177398097,0.0016847733623299374,0.16847733623299374,16.847733623299373,0.02938416475836768,0.0016138631905424565,-0.00147834036710818,0.004847887091768055,0.29651400364149727,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0002756614977663007,False,False,False,ok,5.871906374383651,0.015384383150017137,False
8,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,42434,41731,252,0.0029941186954197114,124,2433,2503,0.057336098411651035,0.05997939181903141,0.0026432934073803774,0.2643293407380377,26.432934073803775,0.04610173138050922,0.0016201203954148348,-0.0005320842182514902,0.005818671033012245,0.1027761434544053,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0003508252880393303,False,False,False,ok,5.871906374383651,0.015384383150017137,False
8,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,42434,41731,340,0.004039683954137706,167,2433,2546,0.057336098411651035,0.06100980086746064,0.0036737024558096062,0.36737024558096065,36.73702455809606,0.06407311549931148,0.0016268049547509557,0.00048522333462642066,0.006862181576992792,0.02393122030145843,,unpooled_wald_z_min_cell_10,probability,ok,,-0.00036598149832809947,True,True,False,ok,5.871906374383651,0.015384383150017137,False
8,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,42434,41731,388,0.004609992277074794,187,2433,2566,0.057336098411651035,0.06148906088998586,0.004152962478334826,0.4152962478334826,41.52962478334826,0.07243189881038226,0.001629899392615282,0.0009584183703851639,0.007347506586284488,0.010834650570584907,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0004570297987399663,True,True,False,ok,5.871906374383651,0.015384383150017137,False
8,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,42434,41731,422,0.005013960672488564,208,2433,2587,0.057336098411651035,0.06199228391363734,0.004656185501986307,0.4656185501986307,46.56185501986307,0.08120862128700655,0.0016331386148314977,0.0014552926351549399,0.007857078368817674,0.00435729640428797,,unpooled_wald_z_min_cell_10,probability,ok,,-0.00035777517050225474,True,True,False,ok,5.871906374383651,0.015384383150017137,False
8,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,42434,41731,491,0.005833778886710628,242,2433,2621,0.057336098411651035,0.06280702595193022,0.005470927540279183,0.5470927540279182,54.70927540279183,0.0954185529158269,0.0016383616388923857,0.0022597977343980897,0.008682057346160276,0.0008399967690736638,,unpooled_wald_z_min_cell_10,probability,ok,,-0.00036285134643144275,True,True,False,ok,5.871906374383651,0.015384383150017137,False
8,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,42434,41731,684,0.008126893601853502,344,2433,2723,0.057336098411651035,0.06525125206680885,0.007915153655157811,0.7915153655157812,79.1515365515781,0.13804834780228795,0.0016538740436967958,0.004673620094546468,0.011156687215769154,1.7028540689403343e-06,,unpooled_wald_z_min_cell_10,probability,ok,,-0.00021173994669568947,True,True,False,ok,5.871906374383651,0.015384383150017137,False
9,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,42325,41840,0,0.0,0,2428,2384,0.05736562315416421,0.056978967495219884,-0.00038665565894432236,-0.038665565894432236,-3.8665565894432237,-0.006740198008574318,0.0016005759953122507,-0.003523726964275684,0.0027504156463870394,0.8091111838455458,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0003866556589443203,False,False,False,ok,2.7948078179765936,0.09457010446160588,False
9,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,42325,41840,82,0.0009742767183508584,45,2428,2429,0.05736562315416421,0.05805449330783939,0.0006888701536751848,0.06888701536751848,6.8887015367518485,0.012008414025659884,0.0016076666902226106,-0.0024620986583058437,0.0038398389656562133,0.6682939354968389,,unpooled_wald_z_min_cell_10,probability,ok,,-0.00028540656467567583,False,False,False,ok,2.7948078179765936,0.09457010446160588,False
9,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,42325,41840,177,0.0021030119408305117,94,2428,2478,0.05736562315416421,0.059225621414913956,0.0018599982607497498,0.18599982607497498,18.5999826074975,0.032423569351825846,0.0016153328064747359,-0.0013059958629867414,0.005025992384486241,0.24954122276080715,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0002430136800807591,False,False,False,ok,2.7948078179765936,0.09457010446160588,False
9,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,42325,41840,248,0.0029465930018416206,130,2428,2514,0.05736562315416421,0.06008604206500956,0.0027204189108453528,0.27204189108453525,27.204189108453527,0.04742245897921316,0.0016209290645917763,-0.0004565436772487278,0.005897381498939433,0.09328690352619445,,unpooled_wald_z_min_cell_10,probability,ok,,-0.00022617409099626596,False,False,False,ok,2.7948078179765936,0.09457010446160588,False
9,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,42325,41840,339,0.004027802530743183,167,2428,2551,0.05736562315416421,0.06097036328871893,0.0036047401345547236,0.36047401345547236,36.047401345547236,0.06283798442958348,0.0016266493767395872,0.00041656594067060676,0.006792914328438841,0.026687918744119642,,unpooled_wald_z_min_cell_10,probability,ok,,-0.00042306239618845935,True,True,False,ok,2.7948078179765936,0.09457010446160588,False
9,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,42325,41840,385,0.004574348006891225,186,2428,2570,0.05736562315416421,0.0614244741873805,0.004058851033216293,0.4058851033216293,40.58851033216293,0.07075406506626013,0.0016295745739607285,0.0008649435581310626,0.007252758508301524,0.012747638580140368,,unpooled_wald_z_min_cell_10,probability,ok,,-0.000515496973674934,True,True,False,ok,2.7948078179765936,0.09457010446160588,False
9,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,42325,41840,419,0.004978316402304996,201,2428,2585,0.05736562315416421,0.061782982791587,0.004417359637422791,0.4417359637422791,44.173596374227905,0.07700360241100479,0.0016318781029045271,0.0012189373285703695,0.007615781946275212,0.006791110103434534,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0005609567648822036,True,True,False,ok,2.7948078179765936,0.09457010446160588,False
9,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,42325,41840,473,0.00561991326560922,218,2428,2602,0.05736562315416421,0.06218929254302103,0.004823669388856824,0.48236693888568244,48.23669388856825,0.08408641140171544,0.001634482572442806,0.0016201424135105446,0.008027196364203104,0.003165516467850219,,unpooled_wald_z_min_cell_10,probability,ok,,-0.000796243876752393,True,True,False,ok,2.7948078179765936,0.09457010446160588,False
9,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,42325,41840,674,0.008008079367908275,322,2428,2706,0.05736562315416421,0.06467495219885278,0.007309329044688569,0.7309329044688568,73.09329044688569,0.1274165369919455,0.0016502742597560723,0.004074850930953168,0.010543807158423969,9.460074213087799e-06,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0006987503232197085,True,True,False,ok,2.7948078179765936,0.09457010446160588,False
10,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,42160,42005,0,0.0,0,2350,2462,0.05574003795066414,0.05861206999166766,0.0028720320410035236,0.2872032041003524,28.720320410035235,0.051525476956897256,0.0016006209169687796,-0.00026512730915676094,0.0060091913911638085,0.07276151792614498,,unpooled_wald_z_min_cell_10,probability,ok,,0.002872032041003522,False,False,False,ok,0.285451197053407,0.5931503658966883,False
10,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,42160,42005,89,0.0010574466821125172,50,2350,2512,0.05574003795066414,0.05980240447565766,0.004062366524993526,0.4062366524993526,40.62366524993526,0.07288058412499022,0.0016084059261187646,0.0009099488372799561,0.007214784212707095,0.011546483320062034,,unpooled_wald_z_min_cell_10,probability,ok,,0.0030049198428810063,True,True,False,ok,0.285451197053407,0.5931503658966883,False
10,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,42160,42005,180,0.0021386562110140795,94,2350,2556,0.05574003795066414,0.06084989882156886,0.005109860870904724,0.5109860870904724,51.09860870904724,0.09167307843291199,0.0016152084213926557,0.001944110537449324,0.008275611204360125,0.001558349469073519,,unpooled_wald_z_min_cell_10,probability,ok,,0.0029712046598906446,True,True,False,ok,0.285451197053407,0.5931503658966883,False
10,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,42160,42005,257,0.0030535258123923245,134,2350,2596,0.05574003795066414,0.061802166408760864,0.006062128458096727,0.6062128458096727,60.62128458096727,0.10875716416738639,0.0016213537613943645,0.0028843334795652245,0.00923992343662823,0.00018480506457665654,,unpooled_wald_z_min_cell_10,probability,ok,,0.0030086026457044005,True,True,False,ok,0.285451197053407,0.5931503658966883,False
10,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,42160,42005,350,0.004158498188082932,183,2350,2645,0.05574003795066414,0.06296869420307107,0.007228656252406929,0.7228656252406929,72.28656252406928,0.1296851691921175,0.001628832143778852,0.004036203913739211,0.010421108591074646,9.082472241620465e-06,,unpooled_wald_z_min_cell_10,probability,ok,,0.003070158064323994,True,True,False,ok,0.285451197053407,0.5931503658966883,False
10,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,42160,42005,387,0.004598110853680271,201,2350,2663,0.05574003795066414,0.06339721461730746,0.0076571766666433255,0.7657176666643326,76.57176666643325,0.1373730077726309,0.0016315657093840365,0.00445936663784007,0.010854986695446581,2.690348702210179e-06,,unpooled_wald_z_min_cell_10,probability,ok,,0.003059065812963056,True,True,False,ok,0.285451197053407,0.5931503658966883,False
10,0.50,84165,0.05717340937444306,0.005,1/200,0.5,0.00530320214736683,5611/1058040,42160,42005,414,0.004918909285332383,217,2350,2679,0.05574003795066414,0.06377812165218426,0.008038083701520121,0.8038083701520121,80.38083701520121,0.14420664206642056,0.001633989460315691,0.004835523208183327,0.011240644194856916,8.685444005776538e-07,,unpooled_wald_z_min_cell_10,probability,ok,,0.003119174416187744,True,True,False,ok,0.285451197053407,0.5931503658966883,False
10,S1_REFERENCE,84165,0.05717340937444306,0.005717340937444306,802/140275,0.5717340937444306,0.006064042947336585,802/132255,42160,42005,471,0.005596150418820175,242,2350,2704,0.05574003795066414,0.06437328889417926,0.008633250943515122,0.8633250943515123,86.33250943515122,0.15488419565046704,0.001637765168091883,0.005423290198920844,0.0118432116881094,1.3541604407741264e-07,,unpooled_wald_z_min_cell_10,probability,ok,,0.003037100524694953,True,True,False,ok,0.285451197053407,0.5931503658966883,False
10,0.80,84165,0.05717340937444306,0.008,1/125,0.8,0.008485123435786926,5611/661275,42160,42005,681,0.008091249331669935,338,2350,2800,0.05574003795066414,0.06665873110344006,0.010918693152775924,1.0918693152775925,109.18693152775924,0.1958860014132055,0.0016521362723876864,0.007680565561343802,0.014156820744208046,3.8736069568569424e-11,,unpooled_wald_z_min_cell_10,probability,ok,,0.002827443821105996,True,True,False,ok,0.285451197053407,0.5931503658966883,False
11,0,84165,0.05717340937444306,0.0,0,0.0,0.0,0,41940,42225,0,0.0,0,2473,2339,0.05896518836433,0.055393724097098876,-0.0035714642672311225,-0.35714642672311225,-35.71464267231123,-0.060569030071845234,0.00160070011869302,-0.006708778849918431,-0.00043414968454381355,0.025668621816636348,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0035714642672311204,True,False,True,ok,0.9650686152201033,0.32591313908787367,False
11,0.10,84165,0.05717340937444306,0.001,1/1000,0.1,0.0010606404294733658,5611/5290200,41940,42225,85,0.0010099209885344265,45,2473,2384,0.05896518836433,0.056459443457667256,-0.002505744906662742,-0.25057449066627424,-25.05744906662742,-0.04249532607579272,0.0016076868047825525,-0.005656753142456822,0.0006452633291313377,0.11909045657311824,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0035156658951971628,False,False,False,ok,0.9650686152201033,0.32591313908787367,False
11,0.20,84165,0.05717340937444306,0.002,1/500,0.2,0.0021212808589467316,5611/2645100,41940,42225,174,0.0020673676706469434,94,2473,2433,0.05896518836433,0.057619893428063944,-0.0013452949362660546,-0.13452949362660546,-13.452949362660545,-0.022815070613424315,0.0016152412223674156,-0.004511109558450643,0.001820519685918533,0.40491491510354627,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0034126626069129955,False,False,False,ok,0.9650686152201033,0.32591313908787367,False
11,0.30,84165,0.05717340937444306,0.003,3/1000,0.3,0.0031819212884200976,5611/1763400,41940,42225,249,0.002958474425236143,132,2473,2471,0.05896518836433,0.0585198342214328,-0.00044535414289719605,-0.044535414289719605,-4.453541428971961,-0.0075528316834243435,0.001621061968956828,-0.003622577218760166,0.002731868932965774,0.7835237814232958,,unpooled_wald_z_min_cell_10,probability,ok,,-0.003403828568133338,False,False,False,ok,0.9650686152201033,0.32591313908787367,False
11,0.40,84165,0.05717340937444306,0.004,1/250,0.4,0.004242561717893463,5611/1322550,41940,42225,323,0.0038376997564308203,173,2473,2512,0.05896518836433,0.05949082297217288,0.0005256346078428842,0.05256346078428842,5.256346078428842,0.008914320846312399,0.0016273056786408249,-0.0026638259141306435,0.003715095129816412,0.7466883200439871,,unpooled_wald_z_min_cell_10,probability,ok,,-0.003312065148587932,False,False,False,ok,0.9650686152201033,0.32591313908787367,False
11,0.46,84165,0.05717340937444306,0.0046,23/5000,0.46,0.0048789459755774825,129053/26451000,41940,42225,377,0.004479296619735044,207,2473,2546,0.05896518836433,0.06029603315571344,0.0013308447913834426,0.13308447913834426,13.308447913834426,0.022570008309996593,0.0016324549021845556,-0.001868708023284143,0.004530397606051028,0.4149341544623134,,unpooled_wald_z_min_cell_10,probability,ok,,-0.0031484518283515996,False,False,False,ok,0.9650686152201033,0.32591313908787367,False
